date,text
2022-04-18 23:15:41,"Here is the latest from Ukraine. - Attacks continued elsewhere in Ukraine. In the eastern region of Luhansk, leaders urged citizens to urgently evacuate amid a fresh Russian push that killed at least six people...- Ukraine and Russia did not agree to any evacuation routes for trapped civilians for a second straight day on Monday, according to Ukrainian Deputy Prime Minister Iryna Vereshchuk...- Washington Post reporters observed evidence of lethal darts rarely seen in modern conflict used by Russian forces near Kyiv . More live updates here."
2022-04-19 00:13:23,"Russia’s long-anticipated large-scale offensive in eastern Ukraine has begun, Zelensky says Russia appears to have launched its long-anticipated large-scale offensive in eastern Ukraine, officials said Monday, after Moscow stepped up missiles attacks, including one on the western city of Lviv that killed at least seven — the city’s first fatalities since the war began...Moscow has for weeks been amassing troops and supplies in preparation for its renewed assault on the Donbas region, which became the Kremlin’s primary focus after its forces failed to capture Kyiv during the first phase of the invasion. ..“It can now be stated that the Russian troops have begun the battle for Donbas, for which they have been preparing for a long time,"" Ukrainian President Volodymyr Zelensky said. “A very large part of the entire Russian army is now focused on this offensive.” Read the full story here."
2022-04-19 08:01:42,"Here’s the latest on key battlegrounds in Ukraine. Kharkiv region: Nearly the entire front line here has been attacked by Russian forces, the secretary of Ukraine’s national security and defense council said Monday. World Central Kitchen, which is linked to restaurateur José Andrés, was destroyed by a Russian missile , an official said. Kyiv region: New images showed the extent of the destruction in Irpin, with Ukrainian defense officials likening the devastation to the Syrian metropolis of Aleppo. Ukrainian investigators have examined 269 bodies since the town was taken back from Russian forces in late March, Reuters reported Monday. Luhansk region: In Kreminna, Russian shelling destroyed 10 houses and an Olympic training center, leaving at least four dead, the region’s governor said Monday. Mariupol: A sprawling industrial park is now a final holdout for this city’s resistance, with its network of underground tunnels providing cover for thousands of Ukrainian fighters. More live updates here."
2022-04-19 09:43:40,"Here’s the latest from Ukraine. - As Moscow carries out its long-planned offensive in eastern Ukraine, the Pentagon warned that Russia appears to be learning from its failure to take Kyiv, citing attempts to improve command and control as well as logistics. ..- President Biden will host a Situation Room call Tuesday with U.S. allies and partners to discuss attempts to hold Moscow accountable. The Biden administration also said it stepped up equipment deliveries to Ukraine, which are taking place at “unprecedented speed.”..- U.S. immigration officials detained more than 5,000 migrants from Ukraine at the nation’s land, sea and air borders in March, with a significant increase in those seeking refuge at the U.S.-Mexico boundary...- Mariupol is still being contested more than a day after the Kremlin-imposed deadline to surrender expired. Control of Mariupol would allow the Kremlin to establish a land corridor linking Russian-annexed Crimea to eastern Ukraine. More live updates here."
2022-04-19 11:12:40,"Putin awards brigade accused of war crimes in Bucha Russian President Vladimir Putin awarded honors Monday to an army brigade that Ukraine has accused of committing war crimes in Bucha, the Kyiv suburb where beheadings, mass graves and evidence of torture sent shock waves around the globe...In a presidential decree, Putin praised the 64th Motorized Brigade for “mass heroism and bravery, steadfastness and fortitude” and for “distinguishing itself in military action for the protection of the Fatherland and state interests.”..The brigade was awarded the “esteemed honor” of becoming “guards,” upgrading its name to the “64th Guard Motorized Brigade.”..Ukraine’s Defense Ministry this month accused the brigade of being “war criminals directly involved in committing war crimes against the people of Ukraine in Bucha.” Read the full story here."
2022-04-19 15:05:53,"Russia learns from failure to take Kyiv as new offensive begins, U.S. says Russian forces are learning from their frustrated assault on Kyiv as they shift to the Donbas region, in eastern Ukraine, and are trying to avoid a repeat of earlier mistakes, the Pentagon and defense strategists say.. .Moscow has been amassing troops and supplies for weeks in preparation for a renewed ground offensive in eastern Ukraine, after Kremlin forces failed to capture the capital during the first phase of the war. Nearly two months later, Moscow is taking heed of at least some of the errors that derailed its northern campaign...“They are moving in heavy artillery, they are moving in command-and-control enablers, they are moving in aviation — particularly rotary aviation support,” a senior defense official said, speaking on the condition of anonymity. “It appears they are trying to learn from the lessons of the north, where they didn’t have proper sustainment capabilities.” Read the full story here."
2022-04-19 16:41:40,"As the war moves east, Russia and Ukraine still facing off in Kherson The Black Sea port city of Kherson, just north of the Russian-annexed Crimean Peninsula, was the first major city the Russians occupied in this war. In the nearly two months since, Ukrainian forces have launched several counterattacks and reclaimed some villages in the region...But even as the fighting enters a new phase — Russia has said its “special military operation” will focus on Ukraine’s eastern Donbas region — the city of Kherson remains a key area in the country’s south under Russian control...With both the Russian and Ukrainian militaries appearing to be in defensive positions, it is unlikely Moscow will relinquish its grip any time soon...Russian forces have raised their flag over the Kherson regional administration building. Ukraine’s human rights ombudsman wrote on Facebook that Moscow plans a referendum to attempt to legitimize for its domestic audience that people want to break away from Ukraine. Read the full story here."
2022-04-19 18:12:20,"#BuyMeAFighterJet: A viral Ukrainian crowdsourcing campaign asks the  ultra-rich to buy military planes A Ukrainian campaign is asking the world’s wealthiest people for help defending the country from invading Russian troops — and it’s doing so with a five-word slogan: “Buy me a fighter jet.”..Those behind the initiative say that governments around the world are “afraid of escalation and the conflict spreading beyond Ukraine” and therefore will not send jets or impose a no-fly zone — both of which Ukrainian President Volodymyr Zelensky has repeatedly sought from NATO and the United States since the war began in late February...In the campaign video, which has been widely shared online, an unidentified man who appears to be a pilot calls on people from all backgrounds — including singers, actors and business owners — to help defenders of Ukraine who cannot compete with the air power of Russian President Vladimir Putin’s troops. Read the full story here."
2022-04-19 20:51:09,"How a Mariupol steel plant became a holdout for the city’s resistance Long before Mariupol’s Azovstal Iron and Steel Works became a key battleground in Ukraine, it played a dominant role in the port city’s economy. As one of the largest metallurgical factories in Europe, it pumped out more than 4 million tons of crude steel annually and provided livelihoods to tens of thousands of people...But now, amid a devastating war and a weeks-long siege by Russian forces, the sprawling industrial park is no longer producing steel. Instead, the plant and its network of underground tunnels are serving as a shelter and final holdout for thousands of Ukrainian fighters, including many from the Azov Battalion, one of Ukraine’s most skilled — and controversial — military units...As many as 1,000 civilians are also hiding in the subterranean network, Mariupol’s city council said in a Telegram message Monday. Read the full story here."
2022-04-19 21:45:06,"Sinking of Russian warship raises tense questions about fate of crew RIGA, Latvia — The sinking of the Russian warship Moskva is causing tension back home, where some families are reporting sailors dead or missing despite a Defense Ministry claim that the whole crew had been evacuated...The flagship of the Russian Black Sea fleet sank last week after being hit by two Ukrainian missiles, delivering a significant blow to the Russian naval capacity, U.S. and Ukrainian officials said...Russia confirmed that the ship sank but said only that it had been damaged by “heavy storms” and a fire that caused ammunition on board to detonate. On April 14, the Russian Defense Ministry said all crew members were evacuated. The authorities have not confirmed any dead or wounded. Read the full story here."
2022-04-19 22:54:28,"Here is the latest from Ukraine. - The State Department called deadly Russian airstrikes that hit the western Ukrainian city of Lviv on Monday part of Moscow’s “campaign of terror.” Ukrainian officials said seven people were killed and 11 injured...- Pentagon warned that Russia appears to be learning from its failure to take Kyiv , attempting to improve its command and control as well as logistics...- U.S. immigration officials detained more than 5,000 migrants from Ukraine at the nation’s land, sea and air borders in March, with a significant increase in those seeking refuge at the U.S.-Mexico boundary. More live updates here."
2022-04-20 02:02:39,"Surrounded by Russians, commander describes life inside Mariupol plant MUKACHEVO, Ukraine — The commander of Ukrainian forces’ last stronghold in the southern port city of Mariupol, surrounded by Russians and subjected to a constant barrage of fire, said Tuesday that his soldiers will not surrender...In his most extensive comments to Western media, Major Serhiy Volyna of the 36th Separate Marine Brigade, whose forces have been holding out in the Azovstal Iron and Steel Works against a Russian force that vastly outnumbers them, told The Washington Post that his soldiers would continue “to conduct combat operations and to complete our military tasks as long as we receive them.”..“We will not lay down our weapons,” Volyna said. Read the full story here."
2022-04-20 07:44:10,"Here's the latest on key battlegrounds in Ukraine. Luhansk region: This area is one of the primary targets of Russia’s eastern offensive. Russian Foreign Minister Sergei Lavrov declared Tuesday that the Kremlin would pursue “the complete liberation” of the Luhansk and Donetsk regions. Mariupol: Russia has given Ukrainian forces holding out at a steel plant a fresh deadline of 2 p.m. local time Wednesday for their surrender, after the fighters let a Tuesday deadline expire. As many as 1,000 civilians are taking cover in the metallurgical plant. Russian officials and media are gathering in and near the city, the Institute for the Study of War think tank said, likely preparing to declare victory in the coming days even if fighting continues. Kharkiv region: Ukrainian forces have launched several successful counterattacks around here, while Russia is building up its forces near Izyum, raising concerns this gateway city to the Donbas region will suffer a similar fate to Bucha. More live updates here."
2022-04-20 08:23:10,"Here’s the latest from Ukraine. - The Kremlin has issued a new ultimatum for Ukrainian fighters holed up in Mariupol: Surrender by 2 p.m. local time Wednesday or face a bitter end. Kyiv’s forces, holding out in a steel plant , let a Tuesday deadline pass, and analysts say Russian officials and media are gathering nearby in hope of declaring victory soon...- Washington is hosting a meeting for the Group of 20 finance ministers on Wednesday that could offer a rare opportunity for Ukrainian officials to confront their Russian counterparts directly...- Russia is pounding eastern Ukraine with artillery and airstrikes. Western strategists said Ukrainians seemed to be launching local “spoiling attacks” in hope of disrupting assaults. The Pentagon said Ukraine is receiving fighter aircraft from other nations to help fight off attacks. ..- The British Defense Ministry said Russia continues to be beset by ongoing environmental, logistical and technical challenges , and by Ukrainian resistance. More live updates here."
2022-04-20 11:35:26,"West sends Ukraine fighter jets, heavy weapons as fighting intensifies in Donbas Ukraine’s outgunned and outmanned military has held out against Russia for almost two months, and as Russia intensifies its attacks on Ukraine’s east and south, Western governments are dispatching heavier weaponry and war planes to support resistance efforts...President Biden approved a new $800 million aid package last week that dramatically expanded the scope of weapons Washington has supplied to Kyiv. The package included 155mm howitzers — a serious upgrade in long-range artillery to match Russian systems — 40,000 artillery rounds and 11 Soviet-designed Mi-17 helicopters...The latter fit well with Ukraine’s existing arsenal because those use a similar operating system as the Mi-8 helicopters that Kyiv has used for decades, said Alexey Muraviev, a national security expert at Australia’s Curtin University. Read the full story here."
2022-04-20 15:48:01,"One body at a time, a Kyiv coroner documents Ukraine’s death toll KYIV, Ukraine — One body has been haunting the coroner. She was shot through the face with a high-caliber bullet through a car windshield. Then a Russian armored vehicle ran over the car, crushing her rib cage like a soda can and tearing off what was left of her head...Volunteers peeled her body out, zipped her into a black plastic bag and laid her in the trailer of a refrigerated 18-wheeler. She rode an hour through capital-city suburbs before being removed carefully from the bag and laid on coroner Vlad Perovskyi’s metal autopsy table...The gunshot that killed her disturbs him less than the way her body was treated later...“I’m used to seeing horrible things done to bodies,” Perovskyi says. “But I was very shocked to see such horrible treatment of the deceased by the Russians. How can someone shoot a person and then run over the body? Or throw them into ditches. How can someone put a bullet into a dead man’s head?” Read the full story here."
2022-04-20 17:31:37,"European Council President Michel visits Ukraine: ‘History will not forget’ European Council President Charles Michel arrived in Kyiv to show support for Ukraine nearly two months into Russia’s invasion, calling it the “heart of a free and democratic Europe.”..Michel, who is expected to meet with Ukrainian President Volodymyr Zelensky later in the day, also visited Borodyanka, a town 30 miles northwest of Kyiv...“History will not forget the war crimes that have been committed here,” he tweeted as he compared the devastated area to that of Bucha. In that Kyiv suburb, the discovery of mass graves and bound corpses angered the world and sparked calls for a global investigation into war crimes there and in other towns attacked by Russian forces...Zelensky said earlier this month that the situation in Borodyanka appeared “significantly more dreadful” than in nearby Bucha. Read the full story here."
2022-04-20 18:54:30,"Mariupol fighters ‘dying underground’ at steel plant, commander says MUKACHEVO, Ukraine — The commander of Ukrainian forces making a last stand in the southern port city of Mariupol said Wednesday his fighters holed up in the Azovstal steel plant were “dying underground.”..In audio messages sent to The Washington Post, Maj. Serhiy Volyna of the 36th Separate Marine Brigade, holding out against an advancing and much larger Russian force, appealed for other countries to help them secure a way out...“While the world is asleep, in Mariupol, the guys are dying,” Volyna said. “They’re suffering losses. They’re being bombed with heavy bombs … torn up by artillery, and they’re dying underground — the wounded and the living there.” Read the full story here."
2022-04-20 20:09:13,"U.N.: More than 5 million people have now fled Ukraine Over 5 million people have fled Ukraine since Russia’s invasion, according to the latest data published by the U.N. refugee agency. The United Nations and aid groups describe it as the worst refugee crisis in Europe since World War II...The greatest exodus came during March, when an estimated 3.3 million Ukrainians — including those with dual citizenship — fled the conflict. Many more have remained in the country but have had to move to other areas because of heavy fighting...“We’ve seen about a quarter of Ukraine’s population, more than 12 million people in total, have been forced to flee their homes,” Shabia Mantoo, a spokeswoman for the Office of the U.N. High Commissioner for Refugees, told the Associated Press. “This is a staggering amount of people.”..More than 2.8 million refugees fled to Poland, according to the data, while many have sought safety in other neighboring countries such as Romania, Slovakia and Hungary. More live updates here."
2022-04-20 21:30:13,"Ukrainian, U.S., E.U. officials walk out of G-20 when Russia speaks Multiple world leaders, including officials with the U.S. and Ukrainian governments, walked out of a Group of 20 meeting in Washington on Wednesday when Russian officials began to speak, three people familiar with the matter said...Treasury Secretary Janet L. Yellen and Federal Reserve Chair Jerome H. Powell were among the global economic leaders who left when Russian officials began talking, the people said. Among the others exiting the meeting were Chrystia Freeland, deputy prime minister of Canada, and Christine Lagarde, president of the European Central Bank, the people said...The people spoke on the condition of anonymity to describe a private meeting that was ongoing. Read the full story here."
2022-04-20 22:59:59,Here is the latest from Ukraine. - German Foreign Minister Annalena Baerbock said Berlin will end Russian oil imports by the end of the year...- The Treasury Department said Wednesday it will target Russian companies involved in digital currency operations in a new round of sanctions...- Ukrainian President Volodymyr Zelensky says Ukraine is ready to exchange Russian military prisoners for Ukrainian civilians. More live updates here.
2022-04-21 08:42:15,"Here’s the latest on key battlegrounds in Ukraine. Donbas region: As Ukrainian forces repel the escalating Russian offensive in the east, President Zelensky said Wednesday the situation in the region remains “as severe as possible."" About 80 percent of Luhansk and the city of Kreminna is under Russian control, according to a regional governor. Mariupol: Maj. Serhiy Volyna, the commander of Ukrainian forces’ last stronghold here, said that his troops were outnumbered and running out of supplies, and are probably facing their final days, if not hours. They’re taking cover, along with as many as 1,000 civilians, in a steel plant. Volyna said Wednesday they were being bombed and torn up by artillery, and “dying underground.” Kyiv region: Zelensky said Wednesday that the biggest threat to liberated communities is unexploded land mines and trip wires left in departing Russian forces’ wake. Coroners are documenting the death toll from the failed assault on the capital. More live updates here."
2022-04-21 10:41:50,"Here’s the latest from Ukraine. - Kyiv is moving with increased urgency to save 1,000 civilians who are holed up in a steel plant in Mariupol. Ukraine has offered to exchange Russian prisoners for the evacuation of the civilians — and to send senior officials to Mariupol to negotiate — but President Zelensky said Moscow has “so far” rebuffed the bid. ..- Ukraine’s air force now has at least 20 more fighter jets available, according to the Pentagon. ..- Russian forces this week made “minor advances” in eastern Ukraine. The regional governor said about 80 percent of Luhansk is under Russian control and wrote on Facebook that Ukrainian fighters in the region were “doing everything to make sure the orcs go home in bags.”..- Russia said it successfully conducted the first test of a new intercontinental ballistic missile that “is capable of overcoming all missile defense systems."" More live updates here."
2022-04-21 13:26:11,"Putin tells troops not to storm Mariupol steel plant but ensure no one escapes Russian President Vladimir Putin ordered his forces not to storm the last holdout of Ukrainian fighters at Mariupol's steel plant, calling the military offensive to control the port city a success. He insisted that no one at the besieged plant would be allowed to escape, and told troops to “block the industrial zone so that even a fly couldn’t get through.""..Ukrainian fighters there have rejected several of Moscow’s deadlines to surrender, even as the commander at the plant warned they were down to their last “few days and even hours.” Mariupol’s mayor accused Russian forces of “war crimes,"" calling for a cease-fire Thursday to allow people to leave. ..While Kyiv has offered to exchange Russian prisoners and send senior officials to Mariupol to negotiate the evacuation of nearly 1,000 civilians and 500 wounded soldiers, Moscow has “so far” rebuffed the effort, Ukrainian President Volodymyr Zelensky said. More live updates here."
2022-04-21 17:05:34,"Putin claims ‘success’ in Mariupol, as Russia’s annual Victory Day nears Russian President Vladimir Putin is claiming victory in the Ukrainian port city of Mariupol — even as his advisers acknowledge that thousands of Ukrainian fighters remain in a steel plant. Putin said plans to storm the plant where fighters have refused Russia’s demands to surrender for days were “canceled.”..“The work of the armed forces to liberate Mariupol has been a success. Congratulations,” Putin said, addressing Russian Defense Minister Sergei Shoigu during a televised meeting...The move to claim victory — while Shoigu estimated “around 2,000″ Ukrainian troops remain in the Azovstal Iron and Steel Works — appears to sidestep the difficulty and danger of seizing the complex, which occupies four square miles and has a sprawling subterranean network...Ukraine for days has rebuffed Russia’s demands to surrender, with a commander at the steel plant telling The Post they would fight until the bitter end. Read the full story here."
2022-04-21 19:03:31,"U.S. gives Ukraine Mi-17 helicopters that once belonged to Afghanistan When the United States wanted to purchase a fleet of helicopters for the Afghan government in the early 2010s, it chose the Mi-17 sold by a Russian state-owned arms exporter...The decision infuriated lawmakers who felt the Pentagon should choose an American manufacturer. But the Defense Department stayed the course, saying the Russian helicopters were relatively inexpensive, functioned well in Afghanistan’s desert and Afghan pilots knew how to fly them...A decade later, neither Congress nor the Kremlin could have anticipated that those helicopters would be used against Russian forces by way of arms transfers engineered by the U.S. in response to Russia's invasion of Ukraine and the Taliban’s takeover of Afghanistan...The Mi-17s’ unusual journey went unmentioned last week when President Biden announced his approval of an $800 million security package dramatically expanding the scope of military aid to Kyiv. Read the full story here."
2022-04-21 21:12:03,"91-year-old Jewish survivor of Nazi-occupied Mariupol dies during Russian siege Vanda Obiedkova was 10 years old when German troops occupied Mariupol, a strategic port city in the south of Ukraine, in 1941...Nazi soldiers began rounding up the city’s Jewish population, but the little girl escaped arrest by hiding in a basement, according to  , the official website of the Chabad-Lubavitch movement. Thousands were removed from Mariupol and executed, including Obiedkova’s mother. She survived the war...More than eight decades later, once again trapped in a basement as Russian forces bombarded the city for weeks, Obiedkova lost her latest battle. She was 91. Before she died on April 4, she had asked her family: “Why is this happening?” according to Ukraine’s Ministry of Foreign Affairs. Read the full story here."
2022-04-21 22:05:03,"Satellite images show mass grave near Mariupol with 200 new plots New satellite images show a mass burial site in the Russian-occupied village of Manhush, about 12 miles west of Mariupol, containing more than 200 new plots alongside an existing cemetery...The images, provided to The Washington Post by Maxar Technologies, show several rows of graves in four distinct sections, each measuring nearly 280 feet...Maxar’s review of the images indicates that the new graves appeared March 23-26, and the company said additional plots have appeared in the weeks since. Read the full story here."
2022-04-21 23:06:37,"Here is the latest from Ukraine. - The Biden administration rolled out plans Thursday to expedite the arrival of Ukrainian refugees...- Ukrainian forces have more tanks on the ground than their Russian counterparts, according to a senior U.S. defense official...- For the first time in weeks, a convoy of civilians escaped Mariupol, with four buses and a dozen private cars reaching Zaporizhzhia. More live updates here."
2022-04-22 07:51:12,"Here's the latest on key battlegrounds in Ukraine. Donbas region: Russian forces have made “minor gains” in eastern Ukraine, according to the Institute for the Study of War. Kharkiv region: Ukrainian forces continued to halt Russian attacks around Izyum. At a Thursday World Bank ministerial meeting, President Zelensky said “it is equally dangerous both in the center of Kharkiv and on the outskirts."" Mariupol: Putin declared victory here – even as his advisers acknowledged that thousands of Ukrainian fighters remain holed up in a steel plant. The ISW predicts Russian forces will attempt to “starve out” the Ukrainian defenders in the plant. Kherson region: Zelensky warned residents Thursday of the southern cities of Kherson and Zaporizhzhia to be “very careful” about any information they provide to Russian forces. He said Russian attempts to collect personal data are “aimed to falsify the so-called referendum on your land, if an order comes from Moscow to stage such a show.” More live updates here."
2022-04-22 09:04:11,"Here’s the latest from Ukraine. - President Biden said Thursday that Russia was setting the stage for a new phase of the war, and announced an additional $800 million in military aid for Ukraine that is tailored for combat in the flat, open terrain of the eastern Donbas region. ..- New satellite images showed a mass grave near Mariupol. Kyiv said the images were evidence of possible Russian war crimes, as President Zelensky acknowledged that the Kremlin’s troops had captured most of the city some time ago. Roughly 120,000 civilians remain trapped there, along with a final group of Ukrainian troops that have refused to surrender, he said...- Zelensky said Russia had rejected an appeal by the United Nations and others for a four-day truce over the Orthodox Easter holidays...- For the first time in weeks, a convoy of civilians escaped Mariupol, with four buses and a dozen private cars reaching Zaporizhzhia. More live updates here."
2022-04-22 11:35:35,'It’s a miracle we managed to leave that hell': Mariupol survivors describe horrors Four buses from Mariupol arrived in the southeastern town of Zaporizhzhia after President Putin declared victory in the Ukrainian port city on April 21. More live updates here.
2022-04-22 13:36:47,"A packed train to Kyiv, bearing worried and hopeful returnees LVIV, Ukraine — Train 750L was running nearly an hour behind schedule when it rumbled into the western Ukrainian hub of Lviv one recent afternoon. The delay meant extra time for the dozens of nervous passengers waiting at the depot to ask themselves: Is this a bad idea?..The families huddled on the platform that day are part of a wave of Ukrainians who fled Russian attacks to the safer, western part of the country but are gambling on a return to the capital, Kyiv, now that Russian forces have withdrawn from the area. Ukrainian officials say about 50,000 people a day are going back, despite warnings from Kyiv’s mayor to stay put and continued airstrikes around the city...Drivers report traffic snarls at entrances to the capital. Trains that until recently were full only in one direction — away from Kyiv — are now busy on the return leg, too. The passengers of 750L said the decision to go back was agonizing. Read the full story here."
2022-04-22 17:30:34,"U.S. sends Ukraine new Phoenix Ghost drones, howitzers for Donbas battle President Biden announced an additional $800 million in military assistance for Ukraine on Thursday, with the initial portion arriving over the weekend. The package, which represents a sharp increase in artillery shipments, includes weapons that meet Ukraine’s specific battlefield needs...The latest package includes 72 155mm howitzers and the tactical vehicles to tow them, along with 144,000 artillery rounds. That is a significant increase over the 18 howitzers in another shipment also announced in April, and it is enough to equip five battalions, the Pentagon said...Also in the package are over 120 Phoenix Ghost Tactical Unmanned Aerial Systems — drones that the U.S. Air Force developed “in response, specifically, to Ukrainian requirements,” according to the Pentagon. The drones had actually been “developed for a set of requirements that very closely match” the Ukrainians’ needs for operations in Donbas. Read the full story here."
2022-04-22 18:58:01,"Human Rights Watch finds evidence of Russian atrocities in Bucha Russian forces committed multiple apparent war crimes while occupying the Ukrainian town of Bucha in March, New York-based Human Rights Watch said in a report released Thursday...The report adds to the evidence documenting alleged atrocities by Russian troops in Ukraine...The rights group’s researchers spent a week interviewing residents in Bucha, a suburb of the capital, Kyiv, earlier this month. They found evidence of summary executions, torture and enforced disappearances by Russian forces, “all of which would constitute war crimes and potential crimes against humanity,” the group said...The Geneva Conventions governing the laws of war forbid indiscriminate killings, enforced disappearances and torture, as well as the humiliating or inhumane treatment of prisoners of war. Read the full story here."
2022-04-22 21:32:22,"Will Russia advance toward Moldova? Two months into the invasion of Ukraine, a Russian military commander suggested Friday that Moscow aims to establish a corridor through southern Ukraine to Transnistria, a breakaway republic in eastern Moldova...It sparked global conversation about the separatist enclave and represents the most direct challenge to Moldova to date. Moldova summoned Russia’s ambassador later Friday to express “deep concern” over Minnekaev’s comments...Analysts say it’s unlikely that the Russian military, embroiled in a fight to take eastern Ukraine, is capable of carving out such a path. And even though Transnistria is backed by Moscow and hosts Russian troops, that may not mean its residents want to get involved in the war. Read the full story here."
2022-04-22 22:30:53,"Here is the latest from Ukraine. - Russian Foreign Minister Sergei Lavrov said Friday that negotiations between Ukraine and Russia have “stalled.”..- The conflict has inflicted roughly $60 billion of damage to Ukraine’s infrastructure, according to the president of the World Bank. Zelensky told a virtual World Bank forum Friday that his country would need $7 billion of monthly financial support...- Zelensky claimed in a video that Russian forces were seeking to collect information on residents in the Black Sea port city of Kherson in an attempt to set up a “referendum” to break the southern region away from Ukraine...- For the first time in weeks, a convoy of four buses and a dozen private cars carrying civilians escaped Mariupol. Dazed and exhausted, the evacuees described the horrors they endured in the battered city. More live updates here."
2022-04-23 08:13:41,"Here's the latest on key battlegrounds in Ukraine. Donbas region: The second phase of Russia’s invasion of Ukraine began this week, Russian Foreign Minister Sergey Lavrov announced Friday, adding that its objective is the “complete liberation” of the entirety of Donetsk and Luhansk oblasts. Ukrainian President Volodymyr Zelensky said in his nightly address Friday that Ukrainian armed forces were deterring attacks in the east and south. Kharkiv region: The armed forces of Ukraine warned Friday of a possible Russian offensive in the region, where Ukrainian defenders have intelligence that the Russian military is conducting aerial reconnaissance near the town of Izyum. Mariupol: The president of the European Council said he “strongly urged” Putin to immediately open up humanitarian access to residents. A small pocket of resistance, about 1,000 Ukrainian fighters and citizens holed up in a steel plant, are surrounded."
2022-04-23 09:31:04,"Here is the latest from Ukraine: - Most of Russia’s elite forces have left Mariupol ahead of anticipated battles in the Donbas region, Ukraine’s security chief said Friday...- The Pentagon said more than 20 countries have agreed to participate in a “consultative” meeting next week in Germany to discuss Ukraine’s long-term military and security needs...- Secretary of State Antony Blinken urged Russia to release Vladimir Kara-Murza, a dissident writer and Washington Post opinions contributor who was arrested last week. More live updates here."
2022-04-23 10:44:01,"Mariupol survivors, dazed and exhausted, describe horrors they endured ZAPORIZHZHIA, Ukraine — As the buses from Mariupol arrived one by one, the shellshocked passengers inside looked exhausted. Barely any of them spoke when the doors opened...Their escape from the shattered Ukrainian city over which Russian President Vladimir Putin declared victory Thursday, even as his advisers acknowledged that thousands of Ukrainian fighters were still holding out there, felt like “a miracle,” one woman said...“They destroyed everything,” another nodded softly...“Glory to Ukraine,” a teenager shouted...The convoy of vehicles, the first to be granted safe passage by Russia in almost two weeks, was meant to include scores of vehicles. As it was, only four buses arrived in the southeastern town of Zaporizhzhia, 140 miles north of Mariupol, the rest held up as night fell by Russian checkpoints along the route, officials said. Read the full story here."
2022-04-23 14:47:15,"Why Russia gave up on urban war in Kyiv and turned to big battles in the east At the start of the invasion of Ukraine, the Kremlin appeared confident that the capital, Kyiv, would fall without a fight, cowed by the speed and strength of Russia’s advance...But almost immediately, Russian forces stalled outside the city, hobbled by poor planning and critical supply shortages. Russia’s delay allowed Kyiv to build up its defenses and prepare for an urban battle — one that Moscow wasn’t prepared to fight...Why? Urban areas are a three-dimensional terrain in which attackers must consider a 360-degree sphere of potential threat. Defenders have an advantage, but they must worry about limiting harm to civilians and the city itself...Buildings provide high angles from which to shoot as well as cover from observation and attacks...Underground spaces, such as maintenance tunnels and subways, offer areas to depot supplies, protect from aerial attacks and conceal movement from the enemy. Read the full story here."
2022-04-23 16:24:01,"Commander hints at Russian ambitions beyond Ukraine A Russian commander said Friday that Moscow wants to take “full control” of eastern and southern Ukraine, in part so it could have a path to neighboring Moldova — raising fears that the nearly two-month war could spill outside of Ukrainian borders...The comments from Rustam Minnekayev, deputy commander of Russia’s Central Military District, seemed to hint that the Kremlin still wants to conquer wide swaths of Ukraine's territory, and potentially threaten the nations that lie beyond. They drew swift condemnation from Moldova, where residents have worried since the beginning of the war they could be next in the Kremlin’s crosshairs...Minnekayev said capturing Ukraine’s east and south would create a “land corridor” to the Crimean Peninsula — which the Kremlin annexed in 2014 — and give Moscow influence over “vital objects of the Ukrainian economy,” according to the Russia state media. Read the full story here."
2022-04-23 22:28:15,"Here is the latest from Ukraine. - Ukrainian President Volodymyr Zelensky said he is expecting U.S. Secretary of State Antony Blinken and U.S. Defense Secretary Lloyd Austin to visit Sunday in what would be the highest-level visit by an American delegation since the start of the war...- Missile strikes killed at least eight people in Odessa ahead of the upcoming Orthodox Easter, Ukrainian officials said. Video shared on social media showed large plumes of smoke billowing from an apartment building...- In Mariupol, Ukrainian authorities accused Russian forces on Saturday of striking the Azovstal steel plant, where many of the city’s remaining defenders are holed up. Russian President Vladimir Putin publicly ordered his forces Thursday not to storm the site but to seal it off. More live updates here."
2022-04-24 08:09:16,"Here is the latest on key battlegrounds in Ukraine. Odessa: Ukrainian officials said two missile strikes killed at least eight people and wounded 18. Among those killed Saturday was a 3-month-old baby, according to Andriy Yermak, the chief of staff for Ukrainian President Volodymyr Zelensky. Kharkiv region: Three people were killed and more than 20 people were wounded as a result of more than 50 strikes from Russian forces Saturday, a Ukrainian military governor said. Oleh Syniehubov, head of the Kharkiv regional military administration, said Russian forces “continue to fire on the civilian infrastructure of Kharkiv and the region.” Mariupol: Even though the president of the European Council said he “strongly urged” Putin to immediately open up humanitarian access to residents, the office of Mariupol Mayor Vadym Boychenko said Russian forces “thwarted” a planned civilian evacuation effort Saturday. More live updates here."
2022-04-24 09:50:57,"Here is the latest from Ukraine. - U.S. Secretary of State Antony Blinken and Defense Secretary Lloyd Austin are expected to visit Ukraine on Sunday in what would be the highest-level visit by an American delegation since the start of the war...- Ukraine began Orthodox Easter under curfew after the country’s presidential office barred residents of all 24 regions from venturing outdoors overnight...- Civilian members of the Organization for Security and Cooperation in Europe have been detained in eastern Ukraine, the organization confirmed. More live updates here."
